electric_meter_id,building_id,timestamp,energy_kwh,demand_kw,voltage_v,power_factor,data_quality,data_origin
EM001-1,BLD001,2026-08-01 16:00:00,140.253,145.857,385.7,0.862,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-01 17:00:00,140.603,154.004,375.5,0.906,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-01 18:00:00,131.759,142.281,403.2,0.969,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-01 19:00:00,139.813,156.409,386.1,0.986,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-01 20:00:00,134.953,133.878,383.6,0.981,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-01 21:00:00,128.288,122.831,404.7,0.9,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-01 22:00:00,120.645,113.388,384.8,0.933,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-01 23:00:00,66.196,57.052,381.9,0.868,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 00:00:00,65.795,79.177,373.7,0.897,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 01:00:00,55.52,47.71,402.6,0.922,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 02:00:00,59.468,66.714,373.2,0.986,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 03:00:00,53.764,46.525,397.5,0.912,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 04:00:00,56.228,47.91,375.7,0.979,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 05:00:00,53.335,58.159,382.2,0.915,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 06:00:00,93.772,83.491,377.9,0.931,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 07:00:00,94.383,94.635,376.8,0.905,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 08:00:00,101.377,126.344,390.4,0.989,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 09:00:00,98.212,108.844,382.8,0.89,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 10:00:00,104.12,121.316,376.2,0.888,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 11:00:00,115.871,113.006,404.0,0.979,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 12:00:00,101.839,97.626,372.1,0.945,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 13:00:00,109.957,101.783,374.2,0.87,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 14:00:00,120.943,112.621,387.5,0.889,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 15:00:00,140.897,137.152,386.8,0.882,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 16:00:00,143.988,128.226,393.3,0.923,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 17:00:00,122.503,111.54,402.8,0.897,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 18:00:00,131.232,135.704,375.8,0.918,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 19:00:00,130.303,152.946,386.2,0.951,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 20:00:00,133.94,121.999,393.5,0.938,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 21:00:00,121.953,148.378,398.5,0.862,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 22:00:00,116.375,124.086,404.9,0.871,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-02 23:00:00,70.013,68.193,388.6,0.885,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 00:00:00,67.156,80.852,383.5,0.921,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 01:00:00,53.467,62.212,389.7,0.936,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 02:00:00,57.671,69.244,402.8,0.956,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 03:00:00,53.752,60.589,379.9,0.942,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 04:00:00,51.903,53.352,400.4,0.917,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 05:00:00,44.311,47.559,402.4,0.886,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 06:00:00,88.386,76.033,375.0,0.926,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 07:00:00,91.322,109.259,376.4,0.884,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 08:00:00,172.92,195.093,378.2,0.908,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 09:00:00,172.883,187.115,399.7,0.98,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 10:00:00,176.669,155.714,390.9,0.891,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 11:00:00,181.679,188.832,397.0,0.978,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 12:00:00,196.298,208.684,374.0,0.872,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 13:00:00,208.697,207.905,377.5,0.933,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 14:00:00,239.29,276.227,392.7,0.87,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 15:00:00,214.622,265.437,400.8,0.936,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 16:00:00,211.617,185.924,396.0,0.893,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 17:00:00,270.175,261.748,383.9,0.944,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 18:00:00,264.582,273.291,383.3,0.975,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 19:00:00,153.515,178.932,401.5,0.984,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 20:00:00,126.207,130.113,383.6,0.932,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 21:00:00,128.492,160.488,374.4,0.913,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 22:00:00,128.5,121.31,373.6,0.946,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-03 23:00:00,61.13,56.362,381.8,0.902,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 00:00:00,59.087,62.787,382.1,0.879,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 01:00:00,59.075,56.264,394.6,0.877,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 02:00:00,57.838,61.865,397.7,0.879,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 03:00:00,50.199,49.77,383.6,0.926,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 04:00:00,50.028,54.921,374.7,0.867,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 05:00:00,46.33,57.677,379.8,0.971,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 06:00:00,102.177,100.396,381.3,0.861,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 07:00:00,105.114,117.438,394.7,0.941,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 08:00:00,166.89,170.772,378.1,0.917,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 09:00:00,174.128,202.538,403.1,0.885,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 10:00:00,168.561,202.174,398.0,0.986,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 11:00:00,175.989,190.8,376.6,0.979,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 12:00:00,216.12,191.303,401.5,0.919,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 13:00:00,237.189,267.515,379.6,0.902,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 14:00:00,214.616,202.637,378.7,0.886,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 15:00:00,248.072,256.905,381.0,0.943,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 16:00:00,224.69,204.132,382.1,0.944,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 17:00:00,222.786,241.729,404.8,0.866,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 18:00:00,258.345,293.352,376.1,0.9,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 19:00:00,149.456,138.836,402.5,0.881,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 20:00:00,146.809,133.544,388.4,0.978,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 21:00:00,123.293,129.231,390.4,0.911,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 22:00:00,123.29,113.501,394.7,0.874,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-04 23:00:00,62.992,72.028,396.6,0.862,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 00:00:00,55.216,64.449,403.8,0.897,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 01:00:00,54.45,57.372,389.0,0.971,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 02:00:00,50.617,55.951,390.7,0.98,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 03:00:00,52.235,50.303,391.2,0.863,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 04:00:00,48.738,46.847,384.5,0.949,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 05:00:00,46.137,56.061,397.9,0.89,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 06:00:00,86.927,97.151,399.6,0.982,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 07:00:00,86.253,81.889,403.2,0.961,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 08:00:00,173.042,151.556,381.3,0.969,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 09:00:00,198.665,229.768,397.2,0.887,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 10:00:00,169.288,188.883,373.8,0.88,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 11:00:00,180.445,204.693,383.8,0.952,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 12:00:00,211.639,227.44,372.6,0.956,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 13:00:00,228.05,249.56,386.3,0.935,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 14:00:00,217.237,200.772,384.0,0.887,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 15:00:00,247.91,236.509,403.7,0.889,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 16:00:00,266.62,320.784,383.3,0.879,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 17:00:00,270.427,258.973,386.2,0.875,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 18:00:00,233.836,204.714,381.2,0.886,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 19:00:00,124.379,125.075,376.4,0.929,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 20:00:00,152.065,165.98,404.9,0.967,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 21:00:00,132.592,160.696,376.5,0.896,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 22:00:00,142.678,152.501,395.8,0.867,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-05 23:00:00,72.335,87.683,404.4,0.883,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 00:00:00,69.724,83.247,381.6,0.972,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 01:00:00,61.661,67.516,381.8,0.982,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 02:00:00,62.279,61.237,377.9,0.946,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 03:00:00,50.251,52.416,379.3,0.88,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 04:00:00,50.868,56.772,403.3,0.911,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 05:00:00,54.301,59.11,393.6,0.878,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 06:00:00,89.144,80.406,372.0,0.97,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 07:00:00,98.946,89.088,402.2,0.95,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 08:00:00,170.429,211.46,391.0,0.875,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 09:00:00,175.25,215.046,387.3,0.918,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 10:00:00,199.575,214.075,399.0,0.97,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 11:00:00,176.736,159.144,402.4,0.936,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 12:00:00,222.412,223.868,387.9,0.966,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 13:00:00,224.137,258.785,401.9,0.917,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 14:00:00,208.393,191.614,394.6,0.873,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 15:00:00,255.364,255.505,379.7,0.967,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 16:00:00,258.891,244.598,402.6,0.931,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 17:00:00,254.014,235.484,389.0,0.957,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 18:00:00,270.413,300.797,392.3,0.928,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 19:00:00,136.563,143.412,390.5,0.964,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 20:00:00,136.452,126.311,375.0,0.91,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 21:00:00,119.123,125.957,380.9,0.939,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 22:00:00,128.144,148.775,401.8,0.939,Estimated,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-06 23:00:00,61.97,54.913,377.9,0.971,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 00:00:00,63.266,66.118,383.4,0.896,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 01:00:00,60.8,65.093,397.6,0.914,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 02:00:00,61.906,62.222,404.3,0.98,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 03:00:00,54.957,49.469,403.7,0.872,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 04:00:00,52.74,61.331,383.5,0.913,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 05:00:00,55.832,48.054,404.8,0.958,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 06:00:00,85.323,80.956,385.3,0.869,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 07:00:00,102.77,100.731,403.9,0.958,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 08:00:00,164.552,202.767,399.5,0.958,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 09:00:00,174.797,176.876,384.6,0.99,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 10:00:00,172.524,155.745,400.8,0.906,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 11:00:00,191.151,209.769,404.2,0.943,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 12:00:00,209.846,200.501,382.9,0.983,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 13:00:00,210.705,184.975,399.6,0.974,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 14:00:00,215.519,257.038,374.6,0.878,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 15:00:00,204.813,179.472,378.3,0.926,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 16:00:00,259.73,224.477,379.9,0.886,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 17:00:00,245.31,255.198,394.6,0.966,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 18:00:00,247.729,246.519,388.2,0.874,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 19:00:00,122.644,113.719,374.8,0.902,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 20:00:00,134.422,156.985,390.8,0.908,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 21:00:00,129.608,131.877,383.6,0.89,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 22:00:00,137.473,132.435,404.1,0.9,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-07 23:00:00,66.292,62.345,384.5,0.867,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 00:00:00,67.102,62.133,387.1,0.947,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 01:00:00,59.451,62.396,392.2,0.968,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 02:00:00,60.297,64.969,376.9,0.973,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 03:00:00,49.156,42.727,382.1,0.871,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 04:00:00,57.895,64.585,379.6,0.92,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 05:00:00,55.452,54.628,399.9,0.89,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 06:00:00,106.3,117.976,399.1,0.939,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 07:00:00,88.692,97.984,380.1,0.939,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 08:00:00,100.766,100.813,388.6,0.899,Missing,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 09:00:00,97.816,94.675,393.1,0.935,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 10:00:00,101.619,87.32,403.8,0.988,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 11:00:00,97.968,116.233,375.2,0.882,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 12:00:00,113.01,102.45,379.5,0.923,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 13:00:00,120.836,122.59,375.7,0.901,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 14:00:00,112.45,108.516,389.5,0.981,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 15:00:00,125.641,144.697,402.6,0.881,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 16:00:00,139.246,157.658,388.2,0.919,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 17:00:00,125.608,113.585,398.5,0.961,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 18:00:00,145.459,138.533,379.5,0.946,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 19:00:00,134.723,134.699,390.9,0.914,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 20:00:00,139.831,136.375,394.8,0.906,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 21:00:00,121.677,128.628,382.0,0.924,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 22:00:00,134.403,138.397,394.3,0.883,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-08 23:00:00,63.191,61.264,404.6,0.96,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 00:00:00,66.944,79.831,404.4,0.874,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 01:00:00,53.175,46.868,402.2,0.895,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 02:00:00,57.206,55.4,377.5,0.866,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 03:00:00,55.133,52.946,375.5,0.965,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 04:00:00,55.071,56.785,400.2,0.874,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 05:00:00,46.73,52.194,376.6,0.968,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 06:00:00,102.263,119.867,379.1,0.948,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 07:00:00,106.794,114.988,398.9,0.924,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 08:00:00,96.485,117.675,401.9,0.978,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 09:00:00,104.246,121.343,375.1,0.947,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 10:00:00,94.615,81.408,373.8,0.986,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 11:00:00,99.441,109.618,391.3,0.892,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 12:00:00,104.339,120.997,381.2,0.975,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 13:00:00,122.669,135.639,377.2,0.883,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 14:00:00,121.616,151.573,391.1,0.899,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 15:00:00,123.978,107.842,377.3,0.975,Estimated,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 16:00:00,131.05,138.001,376.8,0.871,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 17:00:00,140.706,125.639,401.9,0.88,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 18:00:00,128.68,146.819,395.1,0.967,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 19:00:00,141.21,148.958,387.0,0.905,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 20:00:00,133.732,122.392,379.6,0.875,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 21:00:00,149.326,171.479,395.2,0.952,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 22:00:00,122.684,115.292,381.9,0.874,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-09 23:00:00,71.22,72.97,391.1,0.962,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-10 00:00:00,63.057,65.485,390.0,0.893,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-10 01:00:00,57.146,52.909,404.8,0.927,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-10 02:00:00,50.531,59.87,375.2,0.954,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-10 03:00:00,55.064,63.866,389.5,0.875,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-10 04:00:00,56.054,61.418,391.6,0.881,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-10 05:00:00,47.684,40.637,393.4,0.971,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-10 06:00:00,92.577,93.542,395.6,0.971,Good,SYNTHETIC_VN_REALISTIC
EM001-1,BLD001,2026-08-10 07:00:00,100.385,98.382,391.5,0.87,Good,SYNTHETIC_VN_REALISTIC
